Idade,Genero,Estado,UF,Regiao,Nivel de Ensino,Area de Formacao,Cargo,Nivel,Faixa Salarial,Tempo de Experiencia,Forma de Trabalho
22.0,Masculino,Paraná,PR,Sul,Estudante de Graduação,Outras Engenharias,Engenheiro de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto
23.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Química / Física,Cientista de Dados,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto
25.0,Masculino,Minas Gerais,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
37.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
32.0,Feminino,São Paulo,SP,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional,Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
33.0,Feminino,Rio Grande do Norte,RN,Nordeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,,,,,
39.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Sênior,de R$ 3.001/mês a R$ 4.000/mês,de 6 a 10 anos,Modelo híbrido com dias fixos de trabalho presencial
26.0,Masculino,Rio de Janeiro,RJ,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Analista de BI,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
36.0,Masculino,Minas Gerais,MG,Sudeste,Pós-graduação,Outras Engenharias,Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto
28.0,Feminino,São Paulo,SP,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças,,,,,
25.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,,,,,
24.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Cientista de Dados,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto
24.0,Feminino,São Paulo,SP,Sudeste,Mestrado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
30.0,Feminino,Paraná,PR,Sul,Pós-graduação,Outras Engenharias,Outro,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto
30.0,Feminino,Minas Gerais,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 6 a 10 anos,Modelo 100% remoto
42.0,Masculino,Rio Grande do Sul,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Arquiteto de Dados,Sênior,Acima de R$ 40.001/mês,de 6 a 10 anos,Modelo 100% remoto
33.0,Feminino,Distrito Federal,DF,Centro-Oeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,,,,,
28.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Ciências Sociais,Cientista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
23.0,Feminino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
24.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto
30.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Cientista de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial
22.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Júnior,Menos de R$ 1.000/mês,Menos de 1 ano,Modelo 100% remoto
31.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Química / Física,,,,,
33.0,Feminino,Minas Gerais,MG,Sudeste,Mestrado,Outras Engenharias,Outro,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Modelo 100% remoto
36.0,Feminino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Modelo híbrido com dias fixos de trabalho presencial
48.0,Masculino,Distrito Federal,DF,Centro-Oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% remoto
42.0,Masculino,São Paulo,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
24.0,Masculino,Espírito Santo,ES,Sudeste,Estudante de Graduação,Outras Engenharias,Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
24.0,Masculino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 2 a 3 anos,Modelo 100% remoto
23.0,Masculino,Rio de Janeiro,RJ,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista Administrativo,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo 100% remoto
28.0,Masculino,São Paulo,SP,Sudeste,Mestrado,Outras Engenharias,Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26.0,Feminino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
20.0,Masculino,Rio Grande do Norte,RN,Nordeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,,,,,
32.0,Masculino,Distrito Federal,DF,Centro-Oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
24.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28.0,Feminino,São Paulo,SP,Sudeste,Pós-graduação,Outras Engenharias,Engenheiro de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 2 a 3 anos,Modelo 100% remoto
45.0,Masculino,Fora do Brasil,Exterior,Exterior,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
26.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,,,,,
29.0,Masculino,Rio Grande do Sul,RS,Sul,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial
30.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras,Analista de Marketing,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto
22.0,Masculino,Minas Gerais,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
24.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
,Masculino,Distrito Federal,DF,Centro-Oeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial
24.0,Masculino,Rio de Janeiro,RJ,Sudeste,Estudante de Graduação,Outras,,,,,
26.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% remoto
36.0,Feminino,Rio Grande do Sul,RS,Sul,Mestrado,Economia/ Administração / Contabilidade / Finanças,Outro,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
29.0,Feminino,São Paulo,SP,Sudeste,Mestrado,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto
27.0,Masculino,Minas Gerais,MG,Sudeste,Mestrado,Outras Engenharias,Cientista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto
23.0,Masculino,Rio Grande do Sul,RS,Sul,Graduação/Bacharelado,Química / Física,,,,,
27.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto
26.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Negócios,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial
24.0,Masculino,,,Norte,Estudante de Graduação,Outras Engenharias,Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto
22.0,Masculino,Paraíba,PB,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo 100% remoto
36.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,,,,,
28.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista Administrativo,Júnior,de R$ 2.001/mês a R$ 3000/mês,Não tenho experiência na área de dados,Modelo 100% presencial
30.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Outras Engenharias,Analista de BI,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Modelo 100% remoto
36.0,Masculino,São Paulo,SP,Sudeste,Não tenho graduação formal,,Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
34.0,Masculino,Minas Gerais,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% remoto
29.0,Masculino,Rio Grande do Sul,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
27.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
39.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,,,,,
30.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Outras Engenharias,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% presencial
29.0,Masculino,Distrito Federal,DF,Centro-Oeste,Não tenho graduação formal,,Cientista de Dados,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Modelo 100% remoto
30.0,Masculino,Espírito Santo,ES,Sudeste,Graduação/Bacharelado,Outras Engenharias,,,,,
29.0,Masculino,Rio Grande do Norte,RN,Nordeste,Pós-graduação,Outras Engenharias,Analista de BI,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto
25.0,Masculino,,,Norte,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
35.0,Feminino,Rio Grande do Sul,RS,Sul,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Técnico,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% presencial
21.0,Masculino,,,Norte,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto
37.0,Masculino,Fora do Brasil,Exterior,Exterior,Mestrado,Outras Engenharias,Analista de Marketing,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
23.0,Masculino,Mato Grosso do Sul,MS,Centro-Oeste,Graduação/Bacharelado,Outras Engenharias,Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
35.0,Masculino,Minas Gerais,MG,Sudeste,Pós-graduação,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Product Manager,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,Modelo 100% remoto
29.0,Feminino,Paraná,PR,Sul,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto
25.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
45.0,Masculino,São Paulo,SP,Sudeste,Mestrado,Estatística/ Matemática / Matemática Computacional,Outro,Sênior,Acima de R$ 40.001/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28.0,Masculino,Alagoas,AL,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
28.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Cientista de Dados,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 2 a 3 anos,Modelo 100% remoto
32.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
25.0,Feminino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
36.0,Masculino,Paraná,PR,Sul,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,,,,,
23.0,Masculino,,,Norte,Estudante de Graduação,Outras,,,,,
39.0,Masculino,Paraíba,PB,Nordeste,Pós-graduação,Outras Engenharias,Engenheiro de Dados,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto
26.0,Masculino,Distrito Federal,DF,Centro-Oeste,Graduação/Bacharelado,Outras Engenharias,Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
28.0,Masculino,Rio de Janeiro,RJ,Sudeste,Pós-graduação,Outras Engenharias,Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
26.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% remoto
29.0,Masculino,Rio Grande do Sul,RS,Sul,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Analista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
33.0,Masculino,Espírito Santo,ES,Sudeste,Pós-graduação,Outras Engenharias,Engenheiro de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% presencial
30.0,Masculino,Rio de Janeiro,RJ,Sudeste,Pós-graduação,Outras Engenharias,Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo 100% remoto
23.0,Masculino,Paraíba,PB,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
27.0,Feminino,Sergipe,SE,Nordeste,Graduação/Bacharelado,Outras Engenharias,Analista de Negócios,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial
34.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,,,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo 100% remoto
21.0,Masculino,Mato Grosso do Sul,MS,Centro-Oeste,Estudante de Graduação,Ciências Sociais,Cientista de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo 100% remoto
30.0,Feminino,Rio Grande do Sul,RS,Sul,Pós-graduação,Outras Engenharias,Analista de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo 100% presencial
38.0,Masculino,Rio de Janeiro,RJ,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,,,,,
21.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Cientista de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% remoto
32.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
31.0,Masculino,Distrito Federal,DF,Centro-Oeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,,,,,
26.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
29.0,Feminino,Paraná,PR,Sul,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
24.0,Masculino,Santa Catarina,SC,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
22.0,Masculino,Rio de Janeiro,RJ,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,,,
29.0,Masculino,Minas Gerais,MG,Sudeste,Pós-graduação,Outras Engenharias,Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
32.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
30.0,Masculino,Fora do Brasil,Exterior,Exterior,Estudante de Graduação,Outras Engenharias,Engenheiro de Machine Learning,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
