Idade,Genero,Estado,UF,Regiao,Nivel de Ensino,Area de Formacao,Cargo,Nivel,Faixa Salarial,Tempo de Experiencia,Forma de Trabalho
29.0,Masculino,Distrito Federal,DF,Centro-Oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,Modelo 100% remoto
28.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo 100% remoto
26.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% presencial
28.0,Feminino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Inteligência de Mercado,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
38.0,Masculino,São Paulo,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 6 a 10 anos,Modelo 100% remoto
25.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de BI,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Modelo 100% remoto
31.0,Masculino,Distrito Federal,DF,Centro-Oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
27.0,Feminino,Rio Grande do Sul,RS,Sul,Graduação/Bacharelado,Outras Engenharias,Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo 100% remoto
26.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto
31.0,Feminino,Santa Catarina,SC,Sul,Mestrado,Outras,Analista de Negócios,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto
25.0,Masculino,Ceará,CE,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial
25.0,Masculino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
32.0,Masculino,Minas Gerais,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Administrador de Banco de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% remoto
24.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 2 a 3 anos,Modelo 100% presencial
30.0,Masculino,,,Norte,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo 100% presencial
34.0,Feminino,São Paulo,SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Estatístico,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,Modelo 100% presencial
23.0,Masculino,Ceará,CE,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial
31.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Negócios,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Modelo 100% remoto
21.0,Masculino,Minas Gerais,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto
25.0,Masculino,Ceará,CE,Nordeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% presencial
30.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto
25.0,Masculino,Ceará,CE,Nordeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% remoto
27.0,Feminino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias,Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo 100% remoto
26.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial
25.0,Feminino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
23.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Analista Administrativo,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo 100% presencial
37.0,Masculino,Santa Catarina,SC,Sul,Não tenho graduação formal,,Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
24.0,Masculino,Paraná,PR,Sul,Não tenho graduação formal,,Engenheiro de Dados,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 4 a 5 anos,Modelo 100% remoto
35.0,Masculino,Ceará,CE,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Negócios,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Modelo 100% presencial
36.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
49.0,Masculino,Minas Gerais,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial
29.0,Masculino,Rio de Janeiro,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
41.0,Masculino,Paraná,PR,Sul,Mestrado,Estatística/ Matemática / Matemática Computacional,Estatístico,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,Modelo 100% remoto
26.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto
26.0,Feminino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial
31.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% remoto
51.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Negócios,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% presencial
40.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Analista de BI,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% presencial
25.0,Masculino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Outras Engenharias,Engenheiro de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial
24.0,Masculino,Espírito Santo,ES,Sudeste,Estudante de Graduação,Outras Engenharias,Analista de BI,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto
43.0,Masculino,Paraná,PR,Sul,Mestrado,Outras Engenharias,Cientista de Dados,Sênior,Acima de R$ 40.001/mês,Mais de 10 anos,Modelo 100% remoto
45.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,,,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% presencial
26.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Outras Engenharias,Cientista de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
40.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Modelo 100% remoto
35.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo 100% remoto
53.0,Feminino,São Paulo,SP,Sudeste,Mestrado,Outras Engenharias,Analista de Inteligência de Mercado,Sênior,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,Modelo 100% remoto
32.0,Masculino,Rio de Janeiro,RJ,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de Inteligência de Mercado,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
30.0,Masculino,Santa Catarina,SC,Sul,Graduação/Bacharelado,Outras Engenharias,Desenvolvedor,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
21.0,Masculino,Minas Gerais,MG,Sudeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Engenheiro de Machine Learning,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
23.0,Feminino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% presencial
23.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Analista Administrativo,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial
39.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Modelo 100% presencial
31.0,Masculino,Paraná,PR,Sul,Mestrado,Outras Engenharias,Analista de BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
25.0,Feminino,Goiás,GO,Centro-Oeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Desenvolvedor,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 4 a 5 anos,Modelo 100% remoto
26.0,Masculino,Minas Gerais,MG,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,Modelo 100% remoto
24.0,Masculino,Rio de Janeiro,RJ,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Analista de BI,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% remoto
33.0,Masculino,Fora do Brasil,Exterior,Exterior,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
28.0,Masculino,Minas Gerais,MG,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Cientista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
25.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto
45.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% remoto
27.0,Masculino,Espírito Santo,ES,Sudeste,Graduação/Bacharelado,Outras Engenharias,Cientista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial
23.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Outras Engenharias,Outras Engenharias,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% remoto
42.0,Masculino,Pernambuco,PE,Nordeste,Pós-graduação,Ciências Sociais,Analista de BI,Júnior,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Modelo 100% presencial
25.0,Feminino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto
25.0,Masculino,Rio Grande do Sul,RS,Sul,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Pleno,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo 100% presencial
26.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto
25.0,Masculino,São Paulo,SP,Sudeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Cientista de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial
26.0,Masculino,Pernambuco,PE,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Negócios,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto
34.0,Masculino,Minas Gerais,MG,Sudeste,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças,Cientista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
24.0,Feminino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Outro,Júnior,Menos de R$ 1.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto
51.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Outras Engenharias,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% presencial
28.0,Masculino,Minas Gerais,MG,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto
34.0,Masculino,São Paulo,SP,Sudeste,Doutorado ou Phd,Química / Física,Cientista de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial
31.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Outras Engenharias,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial
25.0,Masculino,Paraná,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
25.0,Masculino,Paraná,PR,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
51.0,Masculino,Santa Catarina,SC,Sul,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Analista de Dados,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial
34.0,Feminino,Santa Catarina,SC,Sul,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 6 a 10 anos,Modelo 100% remoto
34.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Analista de Inteligência de Mercado,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,Modelo 100% presencial
34.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto
37.0,Feminino,Fora do Brasil,Exterior,Exterior,Doutorado ou Phd,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Outro,Júnior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
25.0,Masculino,Ceará,CE,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
25.0,Masculino,Minas Gerais,MG,Sudeste,Pós-graduação,Outras Engenharias,Analista de BI,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial
24.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Analista de BI,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,Modelo híbrido com dias fixos de trabalho presencial
28.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
35.0,Feminino,São Paulo,SP,Sudeste,Doutorado ou Phd,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Engenheiro de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto
23.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
39.0,Masculino,Rio Grande do Sul,RS,Sul,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Arquiteto de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto
41.0,Masculino,Distrito Federal,DF,Centro-Oeste,Mestrado,Estatística/ Matemática / Matemática Computacional,Cientista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto
35.0,Masculino,Pernambuco,PE,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Negócios,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial
30.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Analista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto
32.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto
27.0,Masculino,Paraíba,PB,Nordeste,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Cientista de Dados,Júnior,Menos de R$ 1.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto
30.0,Masculino,Santa Catarina,SC,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo 100% remoto
31.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Modelo 100% presencial
21.0,Masculino,Minas Gerais,MG,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de BI,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto
39.0,Feminino,São Paulo,SP,Sudeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Analista Administrativo,Sênior,de R$ 2.001/mês a R$ 3000/mês,Mais de 10 anos,Modelo 100% presencial
30.0,Masculino,Rio de Janeiro,RJ,Sudeste,Prefiro não informar,,Analista de BI,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 4 a 5 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
42.0,Feminino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Analista de Dados,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto
26.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Outras Engenharias,Analista de Dados,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,Modelo 100% remoto
35.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto
48.0,Masculino,Minas Gerais,MG,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto
41.0,Masculino,Rio de Janeiro,RJ,Sudeste,Mestrado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Analista de Dados,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 6 a 10 anos,Modelo 100% remoto
26.0,Masculino,Ceará,CE,Nordeste,Graduação/Bacharelado,Outras Engenharias,Analista de BI,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
25.0,Masculino,São Paulo,SP,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo 100% remoto
29.0,Masculino,Mato Grosso,MT,Centro-Oeste,Pós-graduação,Outras Engenharias,Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
26.0,Masculino,Paraná,PR,Sul,Graduação/Bacharelado,Outras Engenharias,Analista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto
24.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto
28.0,Masculino,Rio de Janeiro,RJ,Sudeste,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Administrador de Banco de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo híbrido com dias fixos de trabalho presencial
20.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial
35.0,Feminino,São Paulo,SP,Sudeste,Mestrado,Outras Engenharias,Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
29.0,Feminino,Rio de Janeiro,RJ,Sudeste,Pós-graduação,Outras Engenharias,Analista de Negócios,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Modelo 100% remoto
32.0,Masculino,São Paulo,SP,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,Modelo 100% remoto
32.0,Outro,Distrito Federal,DF,Centro-Oeste,Graduação/Bacharelado,Ciências Sociais,Desenvolvedor,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto
34.0,Feminino,Paraíba,PB,Nordeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% remoto
34.0,Feminino,Paraíba,PB,Nordeste,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Engenheiro de Machine Learning,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo 100% remoto
42.0,Masculino,Ceará,CE,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Outro,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo 100% presencial
24.0,Masculino,São Paulo,SP,Sudeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Administrador de Banco de Dados,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)
